Date,Product Name,City,Quantity Sold,Price,Revenue,Day of Week,Month,Season,Customer Name,Phonenumber,Is_Regular
2024-09-16,Aspirin,Kanchipuram,7,17.267507217782203,120.87255052447543,Monday,September,Autumn,Rakesh,5147981441,False
2024-11-10,Aspirin,Tiruchirappalli,5,12.599304965380606,62.99652482690303,Sunday,November,Autumn,Thavapalan,6724539131,False
2024-09-11,Paracetamol,Coimbatore,2,15.058978598920357,30.117957197840713,Wednesday,September,Autumn,Rani,8455544887,False
2024-03-20,Ibuprofen,Tiruchirappalli,9,1.8333861655612684,16.500475490051414,Wednesday,March,Spring,Harish,7658515815,False
2024-11-16,Vitamins,Madurai,2,6.2409134893251705,12.481826978650341,Saturday,November,Autumn,Anjali,09060196125,False
2024-04-25,Ibuprofen,Kanchipuram,2,7.192554856608484,14.385109713216968,Thursday,April,Spring,Prakash,0602892838,False
2024-11-26,Vitamins,Tiruchirappalli,7,9.26414916151068,64.84904413057475,Tuesday,November,Autumn,Karthik,00734122434,False
2024-10-08,Antacids,Thanjavur,1,14.212739712007169,14.212739712007169,Tuesday,October,Autumn,Harish,05540845022,False
2024-09-19,Vitamins,Thanjavur,4,14.514224476882363,58.056897907529454,Thursday,September,Autumn,Gayathri,7203300329,False
2024-01-18,Antacids,Vellore,4,14.757378001772208,59.02951200708883,Thursday,January,Winter,Meera,+916219691261,False
2024-03-29,Aspirin,Madurai,4,1.8711567469433383,7.484626987773353,Friday,November,Autumn,Lalitha,+916749448010,True
2024-04-08,Vitamins,Chennai,2,17.107047300311613,34.21409460062323,Saturday,December,Winter,Lalitha,09369668026,True
2024-09-24,Paracetamol,Coimbatore,4,9.135774495816111,36.543097983264445,Saturday,May,Spring,Ravi,1344869240,True
2024-05-15,Paracetamol,Vellore,6,18.355219589287923,110.13131753572753,Wednesday,May,Spring,Thavapalan,7089787797,False
2024-07-02,Paracetamol,Vellore,6,9.967347136512444,59.804082819074665,Tuesday,July,Monsoon,Ganesh,4709423271,False
2024-06-23,Paracetamol,Coimbatore,8,8.878238834322865,71.02591067458292,Sunday,June,Monsoon,Venkatesh,4329729269,False
2024-07-08,Aspirin,Vellore,6,11.254363445649034,67.5261806738942,Monday,July,Monsoon,Vanitha,07163549748,False
2024-07-16,Ibuprofen,Madurai,6,9.6525942869424,57.915565721654396,Tuesday,July,Monsoon,Hari,7158428771,False
2024-02-16,Ibuprofen,Chennai,7,8.59897171406712,60.19280199846985,Friday,February,Winter,Rani,9185622746,False
2024-07-18,Antacids,Salem,2,13.006178780772107,26.012357561544214,Thursday,July,Monsoon,Ganesh,04422302970,False
2024-10-29,Paracetamol,Kanchipuram,8,19.27051619652658,154.16412957221263,Tuesday,October,Autumn,Uma,06311666010,False
2024-06-24,Ibuprofen,Tirunelveli,9,17.91719266119987,161.25473395079882,Monday,June,Monsoon,Karthik,+913699421491,False
2024-10-28,Paracetamol,Tiruchirappalli,6,7.45336945319816,44.72021671918896,Monday,October,Autumn,Yamuna,00707701212,False
2024-12-31,Antacids,Kanchipuram,9,19.192686306369545,172.7341767573259,Tuesday,December,Winter,Uma,09309932134,False
2024-09-08,Ibuprofen,Kanchipuram,4,13.991875619382414,55.967502477529656,Sunday,September,Autumn,Usha,06894680920,False
2024-05-12,Vitamins,Salem,6,3.105275451261801,18.631652707570808,Sunday,May,Spring,Suresh,+910258346122,False
2024-03-20,Paracetamol,Coimbatore,9,12.853467780108218,115.68121002097396,Wednesday,March,Spring,Jaya,8356470132,False
2024-07-07,Paracetamol,Madurai,4,5.133491995320731,20.533967981282924,Sunday,July,Monsoon,Gayathri,9975126076,False
2024-04-09,Paracetamol,Kanchipuram,8,19.98495200357284,159.87961602858272,Wednesday,December,Winter,Ishwarya,4517567514,True
2024-04-07,Ibuprofen,Madurai,8,10.343896677075962,82.7511734166077,Tuesday,June,Monsoon,Rukmani,+917182396924,True
2024-09-11,Antacids,Thanjavur,3,7.716361640377664,23.149084921132992,Wednesday,September,Autumn,Harish,07293607511,False
2024-10-12,Antacids,Chennai,9,9.586586081269393,86.27927473142454,Saturday,October,Autumn,Eswari,2768407075,False
2024-07-25,Aspirin,Tirunelveli,6,19.373104954676965,116.2386297280618,Thursday,July,Monsoon,Gokul,3672645350,False
2024-04-18,Paracetamol,Tirunelveli,9,13.087601432631045,117.7884128936794,Saturday,August,Monsoon,Lalitha,8686483182,True
2024-05-08,Antacids,Chennai,8,8.30272091351561,66.42176730812488,Wednesday,May,Spring,Kalyani,07575675206,False
2024-10-13,Vitamins,Erode,6,14.34592946480634,86.07557678883803,Sunday,October,Autumn,Gayathri,+918819907744,False
2024-07-09,Paracetamol,Madurai,7,19.298783914026618,135.09148739818633,Tuesday,July,Monsoon,Kumar,06939431616,False
2024-08-21,Vitamins,Tirunelveli,8,11.874023303213885,94.99218642571108,Wednesday,August,Monsoon,Mani,+917070487750,False
2024-04-03,Aspirin,Coimbatore,1,19.44334542477392,19.44334542477392,Wednesday,April,Spring,Elango,+917531180893,False
2024-06-26,Vitamins,Thanjavur,2,14.519860402828694,29.03972080565739,Wednesday,June,Monsoon,Oviya,05942717287,False
2024-10-09,Paracetamol,Tirunelveli,7,13.123607356723392,91.86525149706374,Wednesday,October,Autumn,Oviya,9562826986,False
2024-12-07,Vitamins,Thanjavur,5,8.722788298819186,43.613941494095926,Saturday,December,Winter,Swathi,3104792001,False
2024-02-08,Vitamins,Tirunelveli,3,6.146385004835856,18.439155014507566,Thursday,February,Winter,Suresh,+910996002749,False
2024-09-27,Paracetamol,Madurai,5,7.532466672094202,37.66233336047101,Friday,September,Autumn,Vikram,+919460909661,False
2024-02-22,Antacids,Tiruchirappalli,4,3.3711325099917127,13.48453003996685,Thursday,February,Winter,Mani,01392928257,False
2024-08-07,Aspirin,Salem,8,10.567028575865638,84.5362286069251,Wednesday,August,Monsoon,Abhilash,+914332372444,False
2024-11-05,Aspirin,Chennai,5,1.7203216972843451,8.601608486421725,Tuesday,November,Autumn,Anjali,07806175324,False
2024-08-05,Antacids,Salem,6,3.1572668857625117,18.94360131457507,Monday,August,Monsoon,Eswari,8761757937,False
2024-10-19,Antacids,Coimbatore,7,13.36287098242799,93.54009687699593,Saturday,October,Autumn,Vijay,+916988429836,False
2024-04-24,Vitamins,Madurai,3,4.37800751211366,13.13402253634098,Wednesday,April,Spring,Ilango,+911013006504,False
2024-05-07,Antacids,Tirunelveli,7,6.2251216133129885,43.57585129319092,Tuesday,May,Spring,Naren,06191142117,False
2024-09-15,Antacids,Salem,1,4.614949669543317,4.614949669543317,Sunday,September,Autumn,Harish,+917271911684,False
2024-06-19,Vitamins,Erode,3,19.852625637253734,59.5578769117612,Wednesday,June,Monsoon,Jaya,5233034119,False
